video_id,video_path,video_url,segment_path,transcript_path,segment_duration,transcript,num_words
0IS7I57YyrE,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE,https://www.youtube.com/watch?v=0IS7I57YyrE,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE\segments\segment_02.mp3,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE\transcripts\segment_02.txt,20.159999999999997,"Good for you. Und in jedem anderen Fall würde ich sagen, es ist euer Körper, macht mit dem, was ihr wollt. Aber gerade als werdende Mutter ist das besonders frustrierend. Mein Baby kann nach der Geburt nicht sofort geimpft werden. Es ist erst mal zu jung. Es gibt z.B.auch Menschen, die eine Immunkrankheit haben und nicht geimpft werden können. Diese Menschen sind darauf angewiesen,",66
0IS7I57YyrE,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE,https://www.youtube.com/watch?v=0IS7I57YyrE,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE\segments\segment_05.mp3,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE\transcripts\segment_05.txt,20.399999999999977,"selten irgendetwas Grundlegendes beweisen kann, sondern es sind Puzzleteile, die zusammenpassen müssen, verschiedene Experimente, die in sich konsistent sein müssen, um ein Gesamtbild zu ergeben. David versuchte daraufhin, den Fall vor den Bundesgerichtshof zu bringen. Der Bundesgerichtshof hat das nicht weiter verhandeln wollen. Jetzt könnt ihr euch vorstellen, was seitdem passiert ist.",52
0IS7I57YyrE,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE,https://www.youtube.com/watch?v=0IS7I57YyrE,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE\segments\segment_06.mp3,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE\transcripts\segment_06.txt,20.67999999999995,"Das sind z.B.Menschen, die selbst 'ne schwere Krankheit haben oder jemanden in der Familie haben, der krank ist, die vom medizinischen System enttäuscht sind und jetzt verzweifelt nach Antworten suchen. Dabei wird leider nicht nur Angst, sondern auch Hass geschürt. David wurde so massiv bedroht und auch seine Familie, dass er heute, Jahre später,",56
0IS7I57YyrE,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE,https://www.youtube.com/watch?v=0IS7I57YyrE,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE\segments\segment_07.mp3,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE\transcripts\segment_07.txt,20.439999999999998,"Eigentlich hatte David nicht ernsthaft damit gerechnet, dass diese Auslobung von 100.000 Euro ernst gemeint war. Dann hab ich den Brief geschrieben, hab geschrieben, auf dieser Webseite hab ich gelesen, dass Sie 100.000 Euro anbieten für den Beweis der Existenz des Masernvirus. Stimmt das denn wirklich so? Dann schreibt er mir zurück und unterschreibt auch:",57
0IS7I57YyrE,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE,https://www.youtube.com/watch?v=0IS7I57YyrE,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE\segments\segment_09.mp3,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE\transcripts\segment_09.txt,20.360000000000014,"oder ob der noch up to date ist. Fühlt ihr euch angesprochen? An alle Leute, die hier zuschauen: Ich kann euch wirklich empfehlen, geht mit euren Impfpässen zum Arzt und fragt einfach mal nach, ob ihr alle Impfungen bekommen habt. Und lasst euch nachimpfen, wenn sich zeigt, dass euch noch eine Masern-Impfung z.B.fehlt.",56
0IS7I57YyrE,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE,https://www.youtube.com/watch?v=0IS7I57YyrE,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE\segments\segment_12.mp3,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE\transcripts\segment_12.txt,20.360000000000014,"Das ist super wichtig, nicht nur für eure Gesundheit. Ihr schützt euch ja damit gegen gefährliche Erkrankungen, Sondern auch, um die Gesellschaft zu schützen, um eure Mitmenschen zu schützen, Babys zu schützen, die zu jung sind, um geimpft zu werden, kranke Leute zu schützen, die auch keine Impfung erhalten können",50
0IS7I57YyrE,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE,https://www.youtube.com/watch?v=0IS7I57YyrE,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE\segments\segment_13.mp3,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE\transcripts\segment_13.txt,19.56,". Leute, diese Geschichte ist unglaublich. Die 100.000 Euro sind nicht angekommen. Sie haben ja den Beweis bestellt. Ich habe den Beweis geliefert. Wo ist das Geld? - Das ist David Bardens. David ist Arzt, lebt und arbeitet derzeit in Schweden. Nachdem er seine Familie in Deutschland besucht hat, treffe ich ihn am Frankfurter Flughafen,",54
0IS7I57YyrE,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE,https://www.youtube.com/watch?v=0IS7I57YyrE,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE\segments\segment_14.mp3,F:/BIG_FILES/AI_DATA/2024_STT\0IS7I57YyrE\transcripts\segment_14.txt,19.360000000000014,"und dann sagen, ich bezahl dafür nicht. Ich hab mir das anders überlegt. Oder die Waschmaschine ist eigentlich 'n Trockner oder so. Da hab ich gedacht, das muss jetzt 'ne andere Stelle entscheiden, wer jetzt hier Recht hat. Also zog David mit diesem Fall vor Gericht, und zwar vor das Landgericht in Ravensburg. Weil das nicht nur eine juristische Frage war,",61
0vCAIpdMVsY,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY,https://www.youtube.com/watch?v=0vCAIpdMVsY,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY\segments\segment_01.mp3,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY\transcripts\segment_01.txt,20.360000000000003,"Freunde der Sonne, hier ist Mai, eure Chemikerin des Vertrauens. Und ich würde sagen, es ist Zeit, für ein bisschen Ruhe, für Tee und ein paar wissenschaftliche Fakten. Lass uns schnell anfangen, denn ich bin ein bisschen erkältet. Oder wurde ich von Milch vergiftet? Aaaaah! Findet es heraus. Ich habe mir 3 Fragen raus gesucht, die ich wissenschaftlich beantworten möchte.",60
0vCAIpdMVsY,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY,https://www.youtube.com/watch?v=0vCAIpdMVsY,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY\segments\segment_02.mp3,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY\transcripts\segment_02.txt,19.159999999999968,"Ihr könnt euch das vorstellen, wie 'ne riesen Verschwörungstheorie. Wir werden systematisch krank gemacht mit den Lebensmitteln. Carla möchte nicht mehr, dass die Bevölkerung krank wird, Carla möchte in Zukunft gesunde Menschen in ihrem Land haben. Jetzt hat er im 2. Video eingeräumt, dass er bewusst auch provozieren wollte, und dass Milch für den Einzelnen vielleicht doch nicht ganz so kritisch ist.",62
0vCAIpdMVsY,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY,https://www.youtube.com/watch?v=0vCAIpdMVsY,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY\segments\segment_04.mp3,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY\transcripts\segment_04.txt,20.120000000000005,"Kalzium, Protein und auch Vitaminquellen gibt es viele andere. Nur als Gift würde ich Milch jetzt nicht bezeichnen. Wobei natürlich auch die Dosis das Gift macht. Ihr wisst schon, alles ist giftig ab 'ner gewissen Dosis. Ist Milch allerdings ein Gift für den Planeten? Da fällt mir direkt das Teeetikett ab. Dazu muss ich mal ein Extra-Video machen",59
0vCAIpdMVsY,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY,https://www.youtube.com/watch?v=0vCAIpdMVsY,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY\segments\segment_05.mp3,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY\transcripts\segment_05.txt,19.28,"Vor ca. 8000 Jahren begann sich in einigen Bereichen der Welt eine bestimmte Genmutation durchzusetzen, die es den Menschen erlaubte, Milchzucker abzubauen, so das heutzutage ca. 35 % Milch trinken können, ohne davon Bauchschmerzen zu bekommen. So, woher kommt die Milch? Naja, dass die Milch von der Kuh kommt, das weiß ja jeder.",52
0vCAIpdMVsY,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY,https://www.youtube.com/watch?v=0vCAIpdMVsY,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY\segments\segment_07.mp3,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY\transcripts\segment_07.txt,19.319999999999993,"die ja sowieso schon erhöht ist, was zu Pickeln und zu Akne führen kann. Auch hier sind bisher nur Zusammenhänge, also Korrelationen, und keine direkten Kausalitäten nachgewiesen. Aber man kann ja mal durch Milchverzicht einen Selbsttest machen und schauen, was es einem bringt. Denn eins ist klar, eine gesunde Ernährung ist sicherlich auch möglich ohne Milch.",56
0vCAIpdMVsY,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY,https://www.youtube.com/watch?v=0vCAIpdMVsY,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY\segments\segment_10.mp3,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY\transcripts\segment_10.txt,19.719999999999914,"Aber ihr seid Freunde der Sonne und damit Freunde des sachlichen Austauschs. Deswegen schreibt mir doch in die Kommentare, was ihr zum Milch-Gate denkt. Und schreibt auch gerne eure Fragen und Gedanken zum Thema Veganismus. Denn ich würde tatsächlich gerne mal einen längeren Beitrag dazu produzieren und eure Fragen auch gerne mit einbeziehen.",54
0vCAIpdMVsY,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY,https://www.youtube.com/watch?v=0vCAIpdMVsY,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY\segments\segment_11.mp3,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY\transcripts\segment_11.txt,19.360000000000014,"Auch wenn wir wissen, dass dieser Eindruck oder diese Meinung falsch ist. Ich hab dazu auch schon ein, zwei Videos gemacht. Verlink ich euch. Jedenfalls war es deswegen ziemlich ungeschickt, Ungeschickt, dass Unge im Video sowas sagt wie: Wenn ihr mindestens zweimal täglich Milch und Milchprodukte esst, dann macht ihr euch krank.",52
0vCAIpdMVsY,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY,https://www.youtube.com/watch?v=0vCAIpdMVsY,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY\segments\segment_14.mp3,F:/BIG_FILES/AI_DATA/2024_STT\0vCAIpdMVsY\transcripts\segment_14.txt,19.23999999999998,"kommt eben nicht von der grünen Alm, so wie sie in der Werbung gezeigt wird, sondern von regelrecht gezüchteten Milchmaschinen. Okay, Frage Nummer 2: Ist Milch Gift? - Aaaah! Ich kann das nachvollziehen, wenn man denkt, dass Milch trinken einfach nicht richtig sein kann. Der Mensch ist nicht nur das einzige Tier,",51
11nuT6wNDgg,F:/BIG_FILES/AI_DATA/2024_STT\11nuT6wNDgg,https://www.youtube.com/watch?v=11nuT6wNDgg,F:/BIG_FILES/AI_DATA/2024_STT\11nuT6wNDgg\segments\segment_05.mp3,F:/BIG_FILES/AI_DATA/2024_STT\11nuT6wNDgg\transcripts\segment_05.txt,20.19999999999999,"Nach dem Kinostart von ""Top Gun"" schoss die Zahl der Bewerbungen bei der Navy abrupt in die Höhe. Hollywood wollte plötzlich deutlich mehr mit dem Militär zusammenarbeiten. Laut Stahl realisierte das Pentagon, wie sehr man das eigene Image mit einem Rotstift diktieren konnte. Zahlreiche große Produktionen, und noch viel mehr kleinere,",51
11nuT6wNDgg,F:/BIG_FILES/AI_DATA/2024_STT\11nuT6wNDgg,https://www.youtube.com/watch?v=11nuT6wNDgg,F:/BIG_FILES/AI_DATA/2024_STT\11nuT6wNDgg\segments\segment_10.mp3,F:/BIG_FILES/AI_DATA/2024_STT\11nuT6wNDgg\transcripts\segment_10.txt,20.850000000000023,"und es fühlt sich vielleicht seltsam patriotisch an. Aber es gibt kaum öffentlichen Diskurs darüber. Der Einfluss, die Propaganda ist überhaupt nicht mehr öffentlich. Für viele nicht mehr als solche erkennbar. All dessen sollte man sich bewusst werden, wenn man das nächste Mal ins Kino geht und auf der Leinwand ein F-15EX Fighter Jet",55
11nuT6wNDgg,F:/BIG_FILES/AI_DATA/2024_STT\11nuT6wNDgg,https://www.youtube.com/watch?v=11nuT6wNDgg,F:/BIG_FILES/AI_DATA/2024_STT\11nuT6wNDgg\segments\segment_14.mp3,F:/BIG_FILES/AI_DATA/2024_STT\11nuT6wNDgg\transcripts\segment_14.txt,19.449999999999932,"Das ist keine Übertreibung. Hier Original-Feedback des Pentagons zu einer frühen Skriptversion. ""No one walks out of this movie feeling good/better about the US military."" Tja, und darum geht's doch eigentlich bei Godzilla, wie toll das Militär ist. In ""Pitch Perfect 3"" kann man zeigen, was das Leben im Militär",53
1AJBcyI_u0U,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U,https://www.youtube.com/watch?v=1AJBcyI_u0U,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U\segments\segment_00.mp3,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U\transcripts\segment_00.txt,20.760000000000105,"keine eindeutigen Antworten aus Studien mit Menschen gibt. D.h. jetzt aber auch nicht, dass wir wild behaupten können, das Handystrahlung gefährlich sei, oder dass sie Insekten tötet, oder was auch immer man dazu hört. Das beruht auf keinen wissenschaftlichen Daten. D.h. aber auch nicht, dass wir völlig hilflos sind und für immer unwissend bleiben werden. Wie gesagt, große Kohorten-Studien laufen derzeit noch.",65
1AJBcyI_u0U,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U,https://www.youtube.com/watch?v=1AJBcyI_u0U,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U\segments\segment_02.mp3,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U\transcripts\segment_02.txt,20.079999999999984,"Und damit wäre eure Kontrollgruppe wirklich nicht mehr vergleichbar mit der Testgruppe. Sagen wir, ihr stellt fest, dass die Waldgruppe gesünder lebt, dann kann das an der fehlenden Handystrahlung liegen, es kann aber auch an allem Möglichem anderen liegen. Daran, dass die Leute sich mehr bewegen, mehr frische Luft haben, vielleicht mehr schlafen usw. Oder, man müsste beide Gruppen in den Wald bringen,",63
1AJBcyI_u0U,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U,https://www.youtube.com/watch?v=1AJBcyI_u0U,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U\segments\segment_03.mp3,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U\transcripts\segment_03.txt,19.799999999999955,"wie viel Strahlung diese Menschen ausgesetzt waren. In den letzten Jahren oder Jahrzehnten. Und, ob es einen Unterschied gab zwischen Case- und der Controlgruppe - das meiste bekommt man nur durch Befragung heraus. Oder durch andere, ungenaue Methoden. Z.B. schaut man sich Handyverträge an, und versucht, daraus zurückzuschließen, wie viel die Menschen ihr Handy genutzt haben.",56
1AJBcyI_u0U,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U,https://www.youtube.com/watch?v=1AJBcyI_u0U,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U\segments\segment_04.mp3,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U\transcripts\segment_04.txt,21.0,"Konkret heißt das, ihr würdet Zellen und Tiere bestrahlen, und schauen, ob etwas passiert,dabei könnt ihr systematisch vorgehen. Ihr könnt Labortiere z.B. gut ver- gleichen, sie sind so gezüchtet, dass sie genetisch gleich oder sehr ähnlich sind. Da könnte sicherstellen, dass Unterschiede eben nicht auf genetische Unterschiede zurückzuführen sind.",51
1AJBcyI_u0U,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U,https://www.youtube.com/watch?v=1AJBcyI_u0U,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U\segments\segment_08.mp3,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U\transcripts\segment_08.txt,20.24000000000001,"D.h. nicht, dass man es nicht erforschen sollte, aber ist ein gutes Zeichen dafür, dass man nicht in Panik verfallen sollte. Ich würde jetzt an dieser Stelle zur Visualisierung Tee trinken, aber es ist heute einfach zu heiß in meinem Studio. Wenn ihr jetzt genau wissen wollt welche Puzzleteile die Forschung bisher gesammelt hat, was man mit Gewissheit sagen kann, und was Elektrosmog eigentlich bisher ist,",67
1AJBcyI_u0U,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U,https://www.youtube.com/watch?v=1AJBcyI_u0U,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U\segments\segment_12.mp3,F:/BIG_FILES/AI_DATA/2024_STT\1AJBcyI_u0U\transcripts\segment_12.txt,20.360000000000014,"darf keiner Strahlung ausgesetzt sein, keine Handystrahlung, keiner WLAN-Strahlung, d.h. ihr müsstet die Kontrollgruppe irgendwie in einen Wald setzen, wo kein Empfang ist, und selbst, wenn ihr das hinbekommen würdet, dann wäre das ganze erstens nicht verblindet, und zweitens bekommt ihr noch ein anderes Problem: Nämlich, die Leute sind dann völlig von der Außenwelt abgeschlossen.",57
1cGs1sVnFts,F:/BIG_FILES/AI_DATA/2024_STT\1cGs1sVnFts,https://www.youtube.com/watch?v=1cGs1sVnFts,F:/BIG_FILES/AI_DATA/2024_STT\1cGs1sVnFts\segments\segment_01.mp3,F:/BIG_FILES/AI_DATA/2024_STT\1cGs1sVnFts\transcripts\segment_01.txt,20.560000000000002,"Wie viele Menschen zu solchen Mitteln greifen, ist schwierig herauszufinden. Je nach Umfrage kommt man bei Studenten auf 5-20%, die schon mal zu Hirndoping gegriffen haben, um effektiver oder konzentrierter lernen zu können. Kann natürlich sein, dass die Dunkelziffer deutlich höher liegt. Laut einer Mainzer Studie wären immerhin 80% dazu bereit,",52
1cGs1sVnFts,F:/BIG_FILES/AI_DATA/2024_STT\1cGs1sVnFts,https://www.youtube.com/watch?v=1cGs1sVnFts,F:/BIG_FILES/AI_DATA/2024_STT\1cGs1sVnFts\segments\segment_04.mp3,F:/BIG_FILES/AI_DATA/2024_STT\1cGs1sVnFts\transcripts\segment_04.txt,19.75999999999999,"An den Synapsen werden elektrische Signale in chemische Signale umgewandelt, sprich, in kleine Moleküle. Neurotransmitter nennt man die, welche als Boten wirken. Und wer öfter Schönschlau geschaut hat, kennt schon ein paar Neurotransmitter. Z.B. Dopamin oder Adrenalin. Lange dachte man, der Mensch kommt mit einer bestimmten Anzahl an Nervenzellen zur Welt,",52
1ibo01JGLRI,F:/BIG_FILES/AI_DATA/2024_STT\1ibo01JGLRI,https://www.youtube.com/watch?v=1ibo01JGLRI,F:/BIG_FILES/AI_DATA/2024_STT\1ibo01JGLRI\segments\segment_00.mp3,F:/BIG_FILES/AI_DATA/2024_STT\1ibo01JGLRI\transcripts\segment_00.txt,20.333,"Die ganze Welt kennt Ronald McDonald. Vor ihm liegen nur noch der Weihnachtsmann, Jesus und Kanye. McDonald's hat Ronald vor knapp 60 Jahren als Werbefigur eingeführt. Seitdem hat der Clown eine ziemlich beachtliche Karriere hingelegt. Er stand vor McDonald's Filialen auf der ganzen Welt. Er hat Paraden angeführt und war Star in seiner eigenen Fernsehserie.",57
1ibo01JGLRI,F:/BIG_FILES/AI_DATA/2024_STT\1ibo01JGLRI,https://www.youtube.com/watch?v=1ibo01JGLRI,F:/BIG_FILES/AI_DATA/2024_STT\1ibo01JGLRI\segments\segment_06.mp3,F:/BIG_FILES/AI_DATA/2024_STT\1ibo01JGLRI\transcripts\segment_06.txt,20.333,"Auf der ganzen Welt wurden neue Filialen eröffnet. Gleichzeit wurde Ronald McDonald House Charities gegründet, eine Organisation, die weltweit Familien mit kranken Kindern helfen soll. Ronald McDonald zog als Markenbotschafter von McDonalds mit. Schon bald kannte man ihn auf der ganzen Welt. Doch diese Bekanntheit sollte ihm bald zum Verhängnis werden.",51
